codigoestacion,nombreestacion,departamento,municipio,fecha,valor_diario,unidadmedida
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-05,81.95833333333333,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-06,82.75,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-07,83.54166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-08,83.45833333333333,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-09,83.04166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-10,83.625,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-11,83.91666666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-12,86.5,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-13,85.625,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-14,87.54166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-15,85.875,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-16,83.41666666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-17,83.625,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-18,86.04166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-19,92.33333333333331,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-20,85.0,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-21,86.75,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-22,80.54166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-23,88.79166666666666,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-24,82.70833333333333,%
0048015010,APTO VASQUEZ COBO TX GPRS/GOES,AMAZONAS,LETICIA,2015-08-25,80.625,%
